Date,ca,fr,ge,it,jp,uk,us
2003/2/7,-0.127314,-1.638769,-3.099048,-0.084880,-0.514096,-0.470000,-1.026240
2003/2/10,-0.900179,-1.336312,0.217071,-0.811569,-0.328586,-0.655208,0.758752
2003/2/11,0.294095,2.039944,1.031635,2.106481,-0.309378,1.709248,-0.849954
2003/2/12,-0.213433,-2.402718,-2.068724,-0.752713,1.749048,-1.519692,-1.323656
2003/2/13,0.440464,0.347477,0.253448,0.648314,-0.055753,0.126900,-0.170087
2003/2/14,0.592841,2.215921,4.017193,0.999825,0.726232,-0.496622,2.110110
2003/2/17,1.265459,1.484009,0.636484,0.391860,0.594901,1.376109,0.000000
2003/2/18,0.648276,1.750612,0.750860,0.902401,0.228690,0.484998,2.005806
2003/2/19,-0.321035,-2.189393,-3.630352,-1.535851,0.036517,-1.690540,-0.691030
2003/2/20,0.659995,-1.000231,-0.423914,0.438573,-0.175427,0.716682,-0.959065
2003/2/21,0.022704,0.945924,2.010153,1.834664,-1.406769,0.902384,1.318303
2003/2/24,-0.218039,-1.685527,-3.257775,-0.506601,0.898279,-1.069823,-1.834051
2003/2/25,0.135903,-3.886735,-3.493965,-2.678533,-2.056802,-2.992738,0.696687
2003/2/26,0.101593,-0.584257,-1.036699,0.276148,0.093445,-0.224485,-1.332067
2003/2/27,1.376733,1.777032,2.023008,1.744318,-0.452119,-0.895768,1.171998
2003/2/28,0.028948,1.843256,1.506427,0.697781,-0.538384,2.134818,0.494258
2003/3/3,-0.886694,0.891711,0.713850,-0.501474,1.025345,1.158055,-0.741413
2003/3/4,-0.269966,-2.458704,-1.256164,-1.098106,0.213427,-1.548376,-1.526977
2003/3/5,0.010384,-0.103816,0.375456,-0.691362,-0.019407,-0.544473,1.010955
2003/3/6,-1.026201,-0.655282,-2.289169,-2.953283,-1.104217,-0.085531,-0.933920
2003/3/7,1.291725,-1.922777,0.422674,-1.161518,-1.737268,-1.655574,0.813709
2003/3/10,-1.228116,-2.054067,-3.989828,-2.245830,-1.395436,-1.942663,-2.634033
2003/3/11,-0.183201,-0.676627,-0.931756,0.079155,-2.277040,0.817839,-0.818641
2003/3/12,-1.265382,-4.557035,-4.876966,-5.080633,1.282058,-4.363999,0.391762
2003/3/13,0.581052,4.827719,5.038409,2.741906,-1.667747,5.255992,3.373648
2003/3/14,-0.308709,5.462821,0.770152,2.465098,1.083179,1.968322,0.183086
2003/3/17,2.264882,2.626404,2.674819,1.812829,-0.924998,2.673390,3.481330
2003/3/18,0.345017,-1.562862,3.298373,-1.829448,0.525788,-0.051956,0.446696
2003/3/19,-0.018468,1.193326,0.676959,1.286562,0.212260,0.427692,0.838623
2003/3/20,0.647222,-1.196346,-0.219377,-1.315374,1.704059,0.146963,0.234537
2003/3/21,0.268668,3.021967,3.355266,2.249863,-1.071868,2.283567,2.249805
2003/3/24,-2.044140,-4.861539,-4.998600,-2.114372,3.643071,-2.190058,-3.603008
2003/3/25,0.570743,2.819713,3.502481,2.172511,-2.112214,0.198280,1.195731
2003/3/26,-0.216635,-0.609174,-2.204880,-0.265694,0.978192,0.916650,-0.567496
2003/3/27,0.412567,-1.879912,0.594030,-1.164328,0.446002,-1.858203,-0.178725
2003/3/28,0.314797,0.755310,-2.264935,1.003122,-1.294783,-0.695902,-0.588777
2003/3/31,-0.772114,-2.849072,-2.248187,-1.605514,-2.605779,-1.754580,-1.835145
2003/4/1,-0.040326,0.755940,0.846629,0.858774,0.352759,1.447599,1.213100
2003/4/2,0.719157,2.872740,4.254456,1.848966,0.407653,1.504594,2.597304
2003/4/3,0.030539,1.141476,-1.141032,0.630897,-0.897491,0.526033,-0.502716
2003/4/4,-0.030369,1.331488,2.820099,0.186539,-0.333858,0.630893,0.285914
2003/4/7,0.044787,2.682326,4.820531,1.863259,1.740616,2.361921,0.151847
2003/4/8,0.710503,-1.012727,-0.941481,0.657967,-0.956631,-1.673735,-0.185299
2003/4/9,-0.302411,-0.004520,-0.992552,-0.362721,-0.866075,0.110767,-1.427724
2003/4/10,0.918732,-1.785704,-0.610537,0.306870,-0.185897,-0.381585,0.621136
2003/4/11,0.345863,0.510042,0.617151,0.014573,-2.594561,-0.014613,-0.368882
2003/4/14,0.661650,1.518055,1.759299,0.739381,-0.767491,1.322937,1.924843
2003/4/15,0.300285,1.704597,1.924753,0.982528,1.540022,1.508399,0.594883
2003/4/16,-0.046597,-0.216419,0.366020,-0.600296,-0.169619,-1.185689,-1.207731
2003/4/17,0.654655,0.617521,2.894860,1.653611,0.608251,1.006066,1.563756
2003/4/18,0.000000,0.000000,0.000000,0.000000,0.174106,0.000000,0.000000
2003/4/21,0.481086,-0.431910,-0.432048,-0.431857,0.233713,-0.951350,-0.159708
2003/4/22,0.593533,1.474636,2.957608,1.562650,-1.151381,1.655599,2.157676
2003/4/23,0.114943,1.299831,0.377015,0.858805,-0.273927,1.587937,0.892147
2003/4/24,-1.065506,-1.378733,-1.977300,0.099853,1.262352,-0.839188,-0.821962
2003/4/25,-0.342182,-1.255871,-1.976919,-1.840049,-2.235786,-0.936004,-1.415517
2003/4/28,0.767984,2.561813,3.508384,2.120887,-1.182097,1.733967,1.767101
2003/4/29,0.173922,0.165751,-1.163872,-0.031971,0.137266,-0.311712,0.308728
2003/4/30,1.393618,1.687668,2.292226,1.524175,4.366171,0.470900,-0.086436
2003/5/1,0.686639,0.914308,0.914253,0.914287,0.738081,-0.397807,-0.031344
2003/5/2,0.302570,0.045739,0.766340,-0.327071,0.188731,1.400789,1.482340
2003/5/5,1.390227,1.846729,1.397643,1.335679,0.235790,0.186952,-0.385123
2003/5/6,0.773096,2.441421,2.383417,1.950664,2.754238,1.937425,0.832339
2003/5/7,-0.219249,-0.806440,-2.069932,-0.197275,1.526987,-1.706832,-0.490583
2003/5/8,0.126992,-2.126402,-3.141620,-0.537835,-1.272321,-1.091093,-0.996190
2003/5/9,0.815203,1.220858,2.574197,0.449232,0.533139,1.041949,1.427761
2003/5/12,1.359790,0.223520,-0.158897,0.375477,0.933399,0.978807,1.249555
2003/5/13,-0.505936,-0.213140,-1.183525,-0.366394,0.088660,0.200481,-0.298454
2003/5/14,1.473032,-0.170630,0.322207,0.289912,0.695720,0.189168,-0.275235
2003/5/15,0.514491,0.877115,1.820548,0.932816,-1.380830,1.206122,0.773588
2003/5/16,0.261803,0.421591,0.537343,0.739178,-0.270284,1.008158,-0.234567
2003/5/19,0.528122,-2.970466,-3.354470,-1.784168,-1.403847,-1.925756,-2.533470
2003/5/20,0.390852,-0.079276,-0.642122,-0.133586,0.197955,0.660216,-0.132299
2003/5/21,0.047227,0.337820,-0.064879,-0.368835,-1.064895,-0.444184,0.421016
2003/5/22,-0.364883,0.824908,1.228627,1.541224,0.717581,0.746031,0.940713
2003/5/23,-0.939359,0.422226,-0.669363,1.418433,1.894258,-0.021312,0.177089
2003/5/26,0.312102,0.372039,0.814586,0.698562,0.166328,0.045802,0.000000
2003/5/27,0.919657,0.319375,1.533710,1.397888,-1.473385,0.516574,1.944758
2003/5/28,-0.915458,0.714471,0.437436,0.289044,-0.415561,1.469227,0.152639
2003/5/29,0.686224,1.307791,0.260349,1.396403,1.691798,1.247462,-0.391549
2003/5/30,0.412125,-0.046699,1.831381,-0.061702,-0.388353,-1.600493,1.417246
2003/6/2,1.460712,1.447615,2.297118,0.641310,2.016459,1.670882,0.334919
2003/6/3,-0.739247,-0.203645,-1.325137,-1.007311,-0.006775,-0.554381,0.468323
2003/6/4,2.378705,0.646389,1.415560,-0.086174,0.234610,0.439410,1.487127
2003/6/5,1.693487,0.609075,0.137989,0.986836,2.122323,0.913033,0.391936
2003/6/6,-0.831183,0.839368,1.449917,-0.392510,0.190157,1.760564,-0.235559
2003/6/9,-1.276549,-0.721150,-0.491655,-0.465093,1.254002,-1.458180,-1.243854
2003/6/10,0.511399,0.183838,0.804285,0.010025,-0.253469,-0.322364,0.909247
2003/6/11,1.576539,1.925804,1.626936,1.743678,0.621239,2.052559,1.283239
2003/6/12,0.221471,0.791390,1.039154,0.379413,0.135395,0.359780,0.075068
2003/6/13,-0.806742,-0.717845,-1.043771,-0.188948,0.683753,-0.744090,-1.001304
2003/6/16,1.367544,2.539218,3.349067,1.807737,-1.245703,1.228491,2.192163
2003/6/17,0.209807,0.491464,0.292112,0.009656,1.403226,1.436804,0.100855
2003/6/18,0.128162,-0.554877,-0.575566,-0.205811,0.550118,-0.295445,-0.184627
2003/6/19,-1.596908,-1.482852,-1.773388,-1.003545,0.073425,-1.892884,-1.490056
2003/6/20,-0.321895,0.266062,-0.796939,0.134140,0.489444,0.079005,0.085564
2003/6/23,-1.276673,-3.152042,-2.424235,-3.700190,1.112845,-1.694108,-1.422114
2003/6/24,-0.571587,-0.797966,0.759096,0.559612,-2.576858,-0.867433,0.152892
2003/6/25,1.159160,0.526066,-0.139290,0.730137,0.177662,0.830480,-0.768989
2003/6/26,-0.358582,-1.286884,0.226949,-1.718103,-1.012668,-1.296948,1.083680
2003/6/27,-0.413661,-0.089378,-0.648336,-0.278593,1.573324,-0.071356,-0.952615
2003/6/30,-0.095503,-0.281090,0.439277,-1.218714,-0.453081,-0.900818,-0.176137
2003/7/1,0.709030,-1.234665,-1.309566,-0.930165,2.295997,-0.956952,0.748859
2003/7/2,0.687193,1.487732,2.165683,0.067406,3.550297,1.224841,1.157869
2003/7/3,0.462483,0.460923,0.118051,-0.431265,2.093793,1.017672,-0.791793
2003/7/4,-0.244292,-0.947872,-0.482815,0.130036,-0.825866,-0.385454,0.000000
2003/7/7,0.411552,2.267650,1.549588,0.991057,2.057612,0.298954,1.905805
2003/7/8,-0.750022,-0.453369,-0.054657,-0.255536,0.909476,-0.867710,0.340559
2003/7/9,-0.724442,-0.840227,-0.395862,-0.400300,0.966159,-0.812168,-0.523317
2003/7/10,-1.246204,-1.163346,-1.390698,-0.531416,-0.848616,-0.696227,-1.375732
2003/7/11,0.428259,0.825268,1.351566,0.601201,-3.127881,0.770978,0.957335
2003/7/14,1.084376,1.274710,1.781220,0.703092,1.131295,1.236665,0.614710
2003/7/15,-1.367834,-0.874828,-0.719414,-0.626323,0.214087,-2.025441,-0.314053
2003/7/16,-0.076599,-1.052228,-0.115903,-0.683204,-1.186072,-0.978292,-0.672246
2003/7/17,-0.582963,-0.788558,-1.936060,-0.528403,-2.775137,-0.807702,-1.229389
2003/7/18,-0.376417,0.275333,1.336743,0.697875,0.254614,-0.018368,1.160812
2003/7/21,0.540984,-0.428374,-1.338720,0.257196,0.362230,0.162856,-1.479306
2003/7/22,0.502709,0.612393,1.195450,0.594720,-0.887400,1.075775,0.924262
2003/7/23,0.723854,0.721468,0.332144,0.480581,1.482093,0.597209,0.070678
2003/7/24,1.401117,2.460263,2.502436,1.473169,0.384423,1.908732,-0.746847
2003/7/25,1.017370,-1.078403,-0.037193,-0.297758,0.330545,0.062091,1.729750
2003/7/28,-0.060531,1.219039,1.291397,0.476883,0.735713,0.560752,-0.196983
2003/7/29,-0.978216,-0.643861,0.392373,-0.921425,-0.180031,-0.197762,-0.688107
2003/7/30,-1.300292,-0.347859,-0.978233,-0.871673,-2.623072,-0.451924,-0.183559
2003/7/31,-0.008231,-0.016248,0.495611,-0.252365,-0.338640,-0.247627,0.294584
2003/8/1,0.352305,-1.286283,-1.379824,-0.921505,0.700547,-1.329326,-1.036544
2003/8/4,-0.611126,-0.110839,-0.175744,0.146454,-1.340643,0.154590,0.266715
2003/8/5,-0.364785,1.476146,1.020571,0.358321,-0.526016,0.313269,-1.815690
2003/8/6,-0.977605,-1.758699,-1.551017,-0.633291,-0.686050,-1.009600,0.134263
2003/8/7,1.447445,0.419542,-0.958743,0.424273,0.418054,0.947722,0.751291
2003/8/8,1.101327,0.493765,-0.645452,0.078395,0.026784,0.753624,0.345098
2003/8/11,1.576577,0.725884,0.188564,0.918989,1.880629,0.243169,0.319300
2003/8/12,0.630649,0.276175,0.955074,0.160322,0.535283,0.167408,0.968581
2003/8/13,0.193742,0.167742,0.660859,0.086570,1.332685,0.308044,-0.651162
2003/8/14,0.107333,1.232311,1.273894,0.859202,1.754707,0.847104,0.640101
2003/8/15,-0.080803,0.332800,-0.215124,-0.071119,-0.175599,-0.094696,0.036509
2003/8/18,0.146904,-0.153485,0.879580,-0.114136,1.003673,0.354943,0.931608
2003/8/19,-0.061358,-0.352271,-0.742003,-0.794136,1.486870,-0.801434,0.255797
2003/8/20,0.297793,-0.587946,0.269933,-0.403704,2.140672,-0.315748,-0.208689
2003/8/21,-0.181941,-0.677649,0.386094,-1.704299,1.172619,-0.520018,0.289287
2003/8/22,-0.861990,-0.112194,-1.318063,-0.704143,-0.159928,-0.511367,-1.014526
2003/8/25,0.396794,-0.706812,-0.983210,-0.505073,-0.626918,0.082659,0.044432
2003/8/26,0.541381,-1.289989,-1.390420,-1.058048,0.234957,-1.315675,0.293928
2003/8/27,0.073623,0.833526,0.968546,0.529636,-0.320322,0.802105,0.021556
2003/8/28,0.625763,1.476446,0.521025,0.315248,-0.441793,0.145203,0.612517
2003/8/29,0.576795,0.331296,0.549649,-0.261117,1.594864,-0.605141,0.514298
2003/9/1,0.408111,1.489391,2.331424,1.068110,2.735436,0.392249,0.000000
2003/9/2,0.423630,-0.810117,-1.130242,-0.786911,0.539254,0.058555,1.352804
2003/9/3,0.333568,1.407588,1.810280,0.871546,0.749181,1.266785,0.403159
2003/9/4,1.201300,0.322331,1.175121,0.464833,-1.047843,0.326213,0.179190
2003/9/5,0.269202,0.646649,-0.354157,0.848668,-0.065766,0.508697,-0.631491
2003/9/8,0.275556,1.070472,1.555631,1.498679,0.214536,0.855425,1.033241
2003/9/9,-0.288008,-0.257119,-0.609955,-0.028430,2.122245,-0.485706,-0.850641
2003/9/10,-0.103023,-1.099520,-1.367683,-0.421342,-0.933237,-0.276543,-1.272732
2003/9/11,-0.089176,0.148617,0.641939,-0.175425,-2.166366,0.057955,0.544719
2003/9/12,0.339382,0.357218,-0.568734,0.724939,1.657810,0.496005,0.209098
2003/9/15,-0.507759,0.340771,0.228163,-0.044418,-0.102166,0.350442,-0.413597
2003/9/16,0.782411,0.442965,0.359541,-0.045648,2.791291,0.133107,1.413789
2003/9/17,-0.308485,0.697270,0.309916,0.543693,1.052460,0.764344,-0.312291
2003/9/18,-0.065960,0.732639,1.564425,1.587226,1.359065,1.277221,1.334532
2003/9/19,1.210832,-0.401572,-0.101278,0.691124,0.320695,-0.360512,-0.334895
2003/9/22,-0.236172,-1.546642,-2.289457,-1.170897,-1.311413,0.350706,-1.300727
2003/9/23,0.463212,-0.510731,-1.224496,-0.102067,0.407389,0.166355,0.617106
2003/9/24,-0.504706,0.049339,-3.002516,-0.015781,-0.001963,0.510889,-1.931917
2003/9/25,-0.653702,-0.539436,0.992166,-0.396222,-2.564062,-0.470140,-0.640432
2003/9/26,-1.730979,-1.032001,-0.560490,-1.079340,-0.051972,-1.231013,-0.637830
2003/9/29,0.185324,-0.247530,0.540346,0.361076,-0.390198,-0.273767,0.997540
2003/9/30,0.177675,-0.834053,-1.034199,-0.631908,0.117103,-1.141882,-1.057485
2003/10/1,1.517749,2.278629,2.674056,2.077561,2.196823,2.171786,2.182579
2003/10/2,0.762292,-0.075066,-1.714311,-0.613553,2.483036,1.108101,0.201843
2003/10/3,-0.522836,2.580443,3.561551,1.423750,1.100111,1.272634,0.946201
2003/10/6,0.587355,-0.187967,-0.022808,-0.293939,-0.023411,0.220493,0.420411
2003/10/7,0.946712,-0.017696,-0.552007,0.640424,1.802109,-0.153189,0.475124
2003/10/8,0.079831,0.216842,1.623862,0.368383,-2.203137,-0.533867,-0.516416
2003/10/9,0.121325,1.602715,1.819661,0.545100,0.721154,1.202206,0.456970
2003/10/10,1.171006,0.004622,0.292492,0.012209,2.104619,0.137782,-0.044300
2003/10/13,0.132279,0.528250,0.876217,-0.111388,-0.344641,1.018814,0.692509
2003/10/14,1.411212,-0.232713,0.152272,0.244426,1.037268,-0.519011,0.395157
2003/10/15,0.275557,0.264430,0.440571,0.681289,-1.020690,0.839396,-0.295178
2003/10/16,0.934646,-0.130056,0.693420,0.453637,1.386192,0.107404,0.339811
2003/10/17,-0.931602,-0.678404,-2.165831,-1.089362,-0.017041,-0.446744,-1.030191
2003/10/20,-0.429016,0.271970,1.447126,0.425614,0.196075,0.322193,0.509490
2003/10/21,0.988060,0.226339,0.770752,0.165702,-0.243022,0.133278,0.155345
2003/10/22,0.178397,-0.902863,-1.651568,-0.549543,-1.272157,-0.784532,-1.534128
2003/10/23,-1.193841,-1.102999,0.109279,-0.690910,-5.620076,-0.921693,0.348130
2003/10/24,-0.551443,0.513252,-0.944881,0.466466,0.943948,0.245584,-0.423922
2003/10/27,0.342822,0.732646,1.423467,0.214293,1.634737,0.189648,0.219875
2003/10/28,0.607308,0.539261,1.117258,-0.273318,1.190115,0.399240,1.542201
2003/10/29,0.218374,0.534163,0.803148,0.337980,1.628163,0.242228,0.119143
2003/10/30,0.048224,0.498863,0.608982,0.588731,-0.642815,0.733427,-0.110606
2003/10/31,-0.273450,-0.852256,-0.113921,-0.248711,-2.568800,-0.532090,0.351505
2003/11/3,0.056449,0.649288,0.999438,0.030040,-1.153114,0.123715,0.799233
2003/11/4,-0.054800,0.042605,0.174928,0.413572,4.248373,-0.274679,-0.550326
2003/11/5,0.323542,-1.062463,-0.740787,-0.477706,-0.884096,-0.383532,-0.113403
2003/11/6,-0.239072,0.015090,-0.188830,0.043916,-2.800463,-0.238952,0.596297
2003/11/7,0.684539,1.506628,1.567852,1.548934,1.481968,1.181238,-0.469461
2003/11/10,0.337508,-0.605012,-0.614368,0.000284,0.195233,-0.615492,-0.591390
2003/11/11,-0.662642,-0.349029,-0.340160,-0.660605,-3.105037,-0.323159,-0.070840
2003/11/12,1.160473,1.126141,1.428249,1.403865,-0.241408,1.201900,1.168276
2003/11/13,-0.300755,0.737873,1.121704,1.233127,1.825822,0.519232,0.016077
2003/11/14,-0.354186,1.730132,1.346683,1.041646,-1.284600,0.520750,-0.756822
2003/11/17,-0.225989,-2.399666,-3.059275,-1.483486,-3.793290,-1.052932,-0.628943
2003/11/18,-0.080654,0.771587,0.686350,1.472171,1.023413,1.010492,-0.910123
2003/11/19,1.024497,-0.118771,-0.186369,0.021249,-3.033805,-0.597786,0.814720
2003/11/20,0.076341,-0.515099,-0.437011,-0.287939,2.174556,-0.212874,-0.842380
2003/11/21,-0.344620,1.265899,0.238309,0.097915,0.107563,0.273659,0.163685
2003/11/24,-0.262853,0.066354,1.172138,0.523624,-0.380553,0.895446,1.575503
2003/11/25,0.080759,0.385328,0.091494,0.391954,0.872427,0.277762,0.180438
2003/11/26,1.436560,1.061404,0.548769,1.113644,1.969186,0.277633,0.432653
2003/11/27,-0.072805,0.371971,0.596939,0.349400,0.356402,0.073209,0.000000
2003/11/28,0.222945,0.353928,0.775193,0.904052,-0.725293,-0.104600,-0.015671
2003/12/1,0.599298,1.653737,1.731857,0.950557,2.165945,1.607033,1.114818
2003/12/2,0.575366,0.531065,0.820349,1.094013,0.850364,-0.200815,-0.291415
2003/12/3,0.243091,0.956296,1.929149,0.820981,-0.127528,0.268259,-0.208960
2003/12/4,-0.466118,-0.504296,-0.426140,0.273379,0.881523,-0.748841,0.463113
2003/12/5,0.479498,-0.456291,-0.196996,0.041474,-0.215768,0.096238,-0.783434
2003/12/8,0.433382,-0.034334,-0.270764,0.173744,-1.900428,0.239030,0.725973
2003/12/9,-1.039936,0.534270,0.942054,-0.018370,0.139345,0.898729,-0.885265
2003/12/10,-0.831489,-0.229284,-0.377874,-0.432018,-2.507123,-0.682469,-0.094352
2003/12/11,-0.597863,0.018057,0.150935,-0.077473,1.054400,-0.298758,1.136315
2003/12/12,1.008759,1.059826,1.029931,0.467305,1.371561,0.560216,0.266329
2003/12/15,-0.528057,0.814924,0.621548,0.855500,2.564654,0.052147,-0.557663
2003/12/16,0.448276,0.114739,0.027479,0.208446,-1.791708,-0.194981,0.650602
2003/12/17,0.215227,0.216194,-0.005694,0.636489,-1.233051,1.141053,0.112816
2003/12/18,0.774266,0.573910,0.494706,0.336391,-0.092985,1.280328,1.203754
2003/12/19,-0.535504,-0.247823,0.469357,-0.960330,1.519472,0.132965,-0.039355
2003/12/22,0.753960,0.384886,0.026404,-1.180873,1.137370,0.183523,0.374857
2003/12/23,0.248163,0.096779,0.709300,-0.144442,0.051183,0.671643,0.297034
2003/12/24,0.789649,0.546434,0.281378,0.281430,-0.146616,0.494269,-0.168668
2003/12/25,0.000000,0.000000,0.000000,0.000000,0.048448,0.000000,0.000000
2003/12/26,0.656795,-0.040142,-0.040148,-0.040119,0.614100,0.109810,0.156054
2003/12/29,1.017506,0.564878,1.547420,0.799079,0.799094,0.011106,1.235814
2003/12/30,-0.465334,0.644583,0.661865,-0.182254,1.702807,0.858453,-0.004313
2003/12/31,1.358035,1.446723,0.660270,0.660085,-0.219497,0.697400,0.197534
2004/1/1,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
2004/1/2,1.042317,0.892511,1.174715,1.645480,0.140036,0.641820,-0.281243
2004/1/5,1.746469,1.043578,1.125137,1.210806,2.313056,1.009935,1.222839
2004/1/6,0.038175,0.231790,0.654789,1.136659,-0.376522,0.650088,0.107684
2004/1/7,-0.188053,-1.301843,-1.157932,-2.140504,-0.396149,-0.750252,0.208692
2004/1/8,0.286784,1.036354,1.260076,1.414106,0.393819,0.964590,0.505502
2004/1/9,0.315809,0.440492,0.245154,0.748744,0.672237,0.406262,-0.878846
2004/1/12,-0.073437,-0.709220,-0.806393,-0.343608,-0.056366,-0.188320,0.486255
2004/1/13,0.466829,0.292325,-0.130476,-0.311421,-0.562079,-0.165519,-0.566500
2004/1/14,-1.371321,0.164713,0.587732,0.078317,0.293338,-0.091880,0.822626
2004/1/15,-0.252043,-0.207414,-0.382510,-0.153479,-1.306259,-1.031668,0.123212
2004/1/16,0.909838,-0.489242,-0.564575,-1.421117,0.787146,-0.438689,0.713423
2004/1/19,0.754656,0.404023,0.580692,0.815036,0.869442,-0.281328,0.000000
2004/1/20,1.528158,0.739201,0.745611,1.306067,0.332878,1.348959,-0.089916
2004/1/21,-1.043675,0.823119,1.196469,0.767780,-0.064668,1.053848,0.778452
2004/1/22,-0.245836,1.101394,0.790637,0.537208,0.689702,-0.163324,-0.323356
2004/1/23,-0.396817,-0.212572,-0.132648,-0.117647,0.622625,-0.971264,-0.215221
2004/1/26,-0.350015,-1.397766,-1.513863,-1.040081,-0.909622,-1.074013,1.211725
2004/1/27,0.301349,0.985663,0.530245,0.942463,0.103124,-0.000985,-1.017429
2004/1/28,-2.003726,0.013006,0.187970,0.058049,-0.313394,0.971665,-1.363260
2004/1/29,-1.910874,-2.846437,-3.046931,-2.540971,-1.039965,-2.189356,0.477822
2004/1/30,1.398382,-0.260137,-0.446760,-0.571477,-0.401781,-0.046169,-0.235616
2004/2/2,1.087732,0.841122,0.459337,0.372780,0.389873,-0.169801,0.330157
2004/2/3,0.143782,0.219096,0.626611,0.346529,-0.623803,1.222380,0.039085
2004/2/4,-1.419522,-1.174630,-0.990552,-0.179467,-2.208536,-0.381989,-0.847910
2004/2/5,0.417136,0.714211,0.356887,0.118271,0.426185,0.279787,0.133356
2004/2/6,1.264287,1.273664,1.589912,1.152939,0.346483,0.930370,1.251287
2004/2/9,0.795344,0.887114,1.040606,0.889228,-0.666643,1.234270,-0.269174
2004/2/10,0.235383,0.292106,0.428116,0.144720,0.124694,-0.277374,0.510944
2004/2/11,0.187275,0.101254,0.111786,-0.094751,0.000000,-0.029574,1.047252
2004/2/12,0.357517,1.277119,1.189340,1.179549,0.801514,0.798423,-0.494787
2004/2/13,0.100258,-1.150695,-1.754989,-1.324895,0.955585,0.566206,-0.553022
2004/2/16,0.388157,0.709562,0.276578,0.317731,0.123152,-0.039038,0.000000
2004/2/17,0.511012,0.937203,0.942864,0.943082,0.635097,1.825759,0.933371
2004/2/18,-0.634995,0.224972,-0.035178,0.025782,-0.723191,-0.229078,-0.454722
2004/2/19,-1.722431,0.119001,-0.113963,-0.628136,-0.219378,0.794581,-0.450850
2004/2/20,-1.642582,-1.510087,-2.450678,-1.458215,-1.496332,-1.017011,-0.249997
2004/2/23,0.125559,-0.080243,-0.200083,0.377642,1.561404,-0.113338,-0.279776
2004/2/24,0.632810,-0.351736,-0.991683,0.225463,-1.795792,0.426991,-0.150570
2004/2/25,-0.192226,-0.473733,-0.928703,-0.898995,-0.741157,0.016278,0.423170
2004/2/26,0.604586,-0.658536,-0.754251,-0.668660,0.365121,-0.985760,0.134114
2004/2/27,0.810555,0.315717,0.364624,0.249816,2.431508,-0.688569,-0.011821
2004/3/1,1.292156,0.828138,1.088771,1.129621,2.549217,1.724463,0.919241
2004/3/2,-1.341301,-0.228702,-0.061498,-1.025117,-0.251564,-1.070295,-0.588876
2004/3/3,-0.494268,-2.010700,-2.087305,-1.580658,-0.052375,-1.679173,0.162875
2004/3/4,0.389072,0.859435,1.913595,0.750784,-0.418273,0.592975,0.321633
2004/3/5,2.273441,1.591733,1.815742,2.097479,0.874439,1.131621,0.180523
2004/3/8,-1.047354,-0.015568,-0.032442,-0.210155,-0.904718,-0.004370,-0.845179
2004/3/9,-0.529799,-0.721490,-0.993596,0.283690,1.170526,-0.626455,-0.581095
2004/3/10,-2.658008,-1.085616,-2.551337,-1.381493,-0.721434,-1.938640,-1.461614
2004/3/11,-0.549460,-2.761746,-3.271408,-1.934356,-0.731519,-2.414796,-1.510448
2004/3/12,0.095268,-0.105585,-0.200179,-1.189511,-1.393706,0.261891,1.243056
2004/3/15,-1.695272,-2.161365,-2.376453,-2.136665,1.791696,-1.058749,-1.443861
2004/3/16,1.549882,1.368346,1.217034,1.218139,1.088726,1.599206,0.569264
2004/3/17,0.003038,0.635726,0.688390,-0.448590,2.345798,0.236480,1.146733
2004/3/18,0.169888,-0.228052,-0.239293,0.218603,2.096523,-0.107287,-0.142862
2004/3/19,0.392730,0.307942,-0.449279,-0.204878,-1.030700,0.607981,-1.137812
2004/3/22,-1.027164,-1.720255,-2.097046,-1.068677,-0.703730,-1.203756,-1.306730
2004/3/23,-0.236498,-0.528985,-0.563811,-0.572998,0.226857,-0.345453,-0.141345
2004/3/24,-1.348279,-1.278888,-0.762847,-0.568093,1.742108,-0.767746,-0.252307
2004/3/25,1.910747,1.178315,1.988520,1.082185,1.545104,0.189225,1.632143
2004/3/26,0.820117,-0.078229,-0.372205,-0.480929,1.550684,-0.467075,-0.110628
2004/3/29,1.366936,1.581518,1.945864,1.771777,0.262751,1.509813,1.289319
2004/3/30,1.077716,-0.110677,0.017080,0.058410,-0.525780,0.614930,0.402070
2004/3/31,-1.039483,1.059315,0.529402,0.707508,1.664199,0.024795,-0.075833
2004/4/1,0.768075,1.838439,2.343326,1.536694,-0.126726,1.616630,0.557418
2004/4/2,1.596946,0.121216,0.264994,-0.062928,0.027859,-0.202165,0.826981
2004/4/5,0.677278,-0.062253,-0.148455,-0.431957,0.563040,-0.578099,0.768304
2004/4/6,0.001554,-0.629538,-0.224201,0.214058,0.125899,0.805627,-0.267775
2004/4/7,-0.775674,0.676113,0.475696,0.412114,0.610048,0.506597,-0.669645
2004/4/8,-0.364949,-0.393241,-0.575866,-0.166664,-0.327342,0.072190,-0.090519
2004/4/9,0.000000,0.000000,0.000000,0.000000,-1.484645,0.000000,0.000000
2004/4/12,0.524252,-0.281278,-0.281331,-0.281433,1.155621,0.000000,0.502945
2004/4/13,-1.749851,-0.461724,0.047357,0.359244,-0.251506,-0.555470,-1.386113
2004/4/14,-2.299615,-1.047267,-1.293589,-0.499497,-1.487796,-2.216403,-0.116279
2004/4/15,-0.135487,-0.155685,-0.145700,0.043898,-2.025423,0.213012,0.074132
